date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:57:08	1385/1385	---M-Z	200	added ('OK')	text/css	etag:%22569-4febcabd4cf40-gzip%22	http://chris-wewerka.de/templates/system/css/system.css	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/css/system.css	(from http://chris-wewerka.de/)
20:57:09	2777/2777	---M-Z	200	added ('OK')	text/css	etag:%22ad9-4febcac7ca800-gzip%22	http://chris-wewerka.de/templates/system/css/general.css	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/css/general.css	(from http://chris-wewerka.de/)
20:57:10	13722/13722	---M-Z	200	added ('OK')	text/css	etag:%22359a-4febc95a88a40-gzip%22	http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/css/template.css	(from http://chris-wewerka.de/)
20:57:11	733/733	---M-Z	200	added ('OK')	text/css	etag:%222dd-4febc956b8140-gzip%22	http://chris-wewerka.de/templates/rhuk_milkyway/css/black.css	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/css/black.css	(from http://chris-wewerka.de/)
20:57:12	736/736	---M-Z	200	added ('OK')	text/css	etag:%222e0-4febc95b7cc80-gzip%22	http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css	(from http://chris-wewerka.de/)
20:57:13	3938/3938	---M-Z	200	added ('OK')	text/css	etag:%225eb03e2d-f62%22	http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.css	/home/chris/websites/chris-website/cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.css	(from http://chris-wewerka.de/)
20:57:14	19802/19802	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e2d-4d5a%22	http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.js	/home/chris/websites/chris-website/cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.js	(from http://chris-wewerka.de/)
20:57:16	101565/101565	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2019:57:15%20GMT	http://chris-wewerka.de/profile	/home/chris/websites/chris-website/chris-wewerka.de/profile.html	(from http://chris-wewerka.de/)
20:57:17	278/278	---M-Z	200	added ('OK')	text/html	etag:%22116-4feff578fcc80-gzip%22	http://chris-wewerka.de/blog.html	/home/chris/websites/chris-website/chris-wewerka.de/blog.html	(from http://chris-wewerka.de/)
20:57:17	9131/9131	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2019:57:17%20GMT	http://chris-wewerka.de/contact-details	/home/chris/websites/chris-website/chris-wewerka.de/contact-details.html	(from http://chris-wewerka.de/)
20:57:18	8277/8277	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2019:57:18%20GMT	http://chris-wewerka.de/impressum	/home/chris/websites/chris-website/chris-wewerka.de/impressum.html	(from http://chris-wewerka.de/)
20:57:19	49071/49071	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2019:57:19%20GMT	http://chris-wewerka.de/datenschutz	/home/chris/websites/chris-website/chris-wewerka.de/datenschutz.html	(from http://chris-wewerka.de/)
20:57:20	6259/6259	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2019:57:20%20GMT	http://chris-wewerka.de/cv-download	/home/chris/websites/chris-website/chris-wewerka.de/cv-download.html	(from http://chris-wewerka.de/)
20:57:22	101575/101575	---MCZ	200	added ('OK')	text/html	date:Sun,%2008%20Feb%202026%2019:57:21%20GMT	http://chris-wewerka.de/index.php/profile	/home/chris/websites/chris-website/chris-wewerka.de/index.php/profile.html	(from http://chris-wewerka.de/)
20:57:25	86868/86868	---M--	200	added ('OK')	text/html	etag:%2215354-4febc16e11880%22	http://chris-wewerka.de/attachments/article/2/Coursera%20reactive%202014	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/2/Coursera%20reactive%202014.html	(from http://chris-wewerka.de/)
20:57:26	144/144	---M-Z	200	added ('OK')	text/plain	etag:%22130-4febcad800e40-gzip%22	http://chris-wewerka.de/robots.txt		(from http://chris-wewerka.de/)
20:57:28	781/781	---M--	200	added ('OK')	image/png	etag:%2230d-4febc2ef5a580%22	http://chris-wewerka.de/images/M_images/con_address.png	/home/chris/websites/chris-website/chris-wewerka.de/images/M_images/con_address.png	(from http://chris-wewerka.de/contact-details)
20:57:28	428/428	---M--	200	added ('OK')	image/png	etag:%221ac-4febc2e10c3c0%22	http://chris-wewerka.de/images/M_images/emailButton.png	/home/chris/websites/chris-website/chris-wewerka.de/images/M_images/emailButton.png	(from http://chris-wewerka.de/contact-details)
20:57:28	301689/301689	---M--	200	added ('OK')	application/pdf	etag:%2249a79-4febc170edf40%22	http://chris-wewerka.de/attachments/article/2/scala-coursera-certificate.pdf	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/2/scala-coursera-certificate.pdf	(from http://chris-wewerka.de/)
20:57:28	749/749	---M--	200	added ('OK')	image/png	etag:%222ed-4febc2ee66340%22	http://chris-wewerka.de/images/M_images/con_info.png	/home/chris/websites/chris-website/chris-wewerka.de/images/M_images/con_info.png	(from http://chris-wewerka.de/contact-details)
20:57:52	574464/574464	---M--	200	added ('OK')	application/msword	etag:%228c400-633ffff0530f6%22	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.doc	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.doc	(from http://chris-wewerka.de/cv-download)
20:57:54	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:57:52%20GMT	http://chris-wewerka.de/media/system/js/mootools.js	/home/chris/websites/chris-website/chris-wewerka.de/media/system/js/mootools.js	(from http://chris-wewerka.de/)
20:57:56	572416/572416	---M--	200	added ('OK')	application/msword	etag:%228bc00-6340000fb7308%22	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.doc	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.doc	(from http://chris-wewerka.de/cv-download)
20:57:56	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:57:54%20GMT	http://chris-wewerka.de/media/system/js/caption.js	/home/chris/websites/chris-website/chris-wewerka.de/media/system/js/caption.js	(from http://chris-wewerka.de/)
20:57:58	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:57:56%20GMT	http://chris-wewerka.de/attachments/article/2/scala-coursera-certificate.pdf	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/2/scala-coursera-certificate.pdf	(from http://chris-wewerka.de/)
20:57:58	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:57:56%20GMT	http://chris-wewerka.de/images/M_images/con_address.png	/home/chris/websites/chris-website/chris-wewerka.de/images/M_images/con_address.png	(from http://chris-wewerka.de/contact-details)
20:57:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Feb%202026%2019:57:58%20GMT	http://openid.net/images/login-bg.gif	/home/chris/websites/chris-website/openid.net/images/login-bg.1f.delayed	(from http://chris-wewerka.de/templates/system/css/system.css)
20:57:59	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:57:58%20GMT	http://chris-wewerka.de/images/M_images/emailButton.png	/home/chris/websites/chris-website/chris-wewerka.de/images/M_images/emailButton.png	(from http://chris-wewerka.de/contact-details)
20:58:00	738023/738023	---M--	200	added ('OK')	application/pdf	etag:%22b42e7-633ffffc2b491%22	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.pdf	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.pdf	(from http://chris-wewerka.de/cv-download)
20:58:00	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:57:59%20GMT	http://chris-wewerka.de/images/M_images/con_info.png	/home/chris/websites/chris-website/chris-wewerka.de/images/M_images/con_info.png	(from http://chris-wewerka.de/contact-details)
20:58:00	718198/718198	---M--	200	added ('OK')	application/pdf	etag:%22af576-6340001b20163%22	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.pdf	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.pdf	(from http://chris-wewerka.de/cv-download)
20:58:00	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:58:00%20GMT	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.doc	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.doc	(from http://chris-wewerka.de/cv-download)
20:58:01	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:58:01%20GMT	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.pdf	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills%20english.pdf	(from http://chris-wewerka.de/cv-download)
20:58:01	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:58:01%20GMT	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.doc	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.doc	(from http://chris-wewerka.de/cv-download)
20:58:01	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:58:01%20GMT	http://chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.pdf	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/7/02%20Lebenslauf%20&%20Skills.pdf	(from http://chris-wewerka.de/cv-download)
20:58:01	115124/115124	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2008%20Feb%202026%2019:58:01%20GMT	https://openid.net/images/login-bg.gif	/home/chris/websites/chris-website/openid.net/images/login-bg.20.delayed	(from http://chris-wewerka.de/templates/system/css/system.css)
20:58:03	410/410	---M--	200	added ('OK')	image/png	etag:%2219a-4febcab97c640%22	http://chris-wewerka.de/templates/system/images/j_button2_left.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/j_button2_left.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:03	236/236	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2008%20Feb%202026%2019:58:03%20GMT	http://chris-wewerka.de/templates/system/images/j_button2_right.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/j_button2_right.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:04	1018/1018	---M--	200	added ('OK')	image/png	etag:%223fa-4febcab4b7b00%22	http://chris-wewerka.de/templates/system/images/j_button2_image.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/j_button2_image.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:05	875/875	---M--	200	added ('OK')	image/png	etag:%2236b-4febcab3c38c0%22	http://chris-wewerka.de/templates/system/images/j_button2_readmore.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/j_button2_readmore.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:05	354/354	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2008%20Feb%202026%2019:58:05%20GMT	http://chris-wewerka.de/templates/system/images/j_button2_left.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/j_button2_left.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:06	803/803	---M--	200	added ('OK')	image/png	etag:%22323-4febcab69ff80%22	http://chris-wewerka.de/templates/system/images/j_button2_pagebreak.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/j_button2_pagebreak.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:07	398/398	---M--	200	added ('OK')	image/png	etag:%2218e-4febcab5abd40%22	http://chris-wewerka.de/templates/system/images/j_button2_blank.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/j_button2_blank.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:08	299/299	---M--	200	added ('OK')	image/png	etag:%2212b-4febcab69ff80%22	http://chris-wewerka.de/templates/system/images/selector-arrow.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/selector-arrow.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:09	675/675	---M--	200	added ('OK')	image/png	etag:%222a3-4febcab4b7b00%22	http://chris-wewerka.de/templates/system/images/calendar.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/calendar.png	(from http://chris-wewerka.de/templates/system/css/general.css)
20:58:10	7520/7520	---M--	200	added ('OK')	image/png	etag:%221d60-4febc90c551c0%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/desklamp.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/desklamp.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:11	239/239	---M--	200	added ('OK')	image/png	etag:%22ef-4febc90790680%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_header_b.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_header_b.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:12	236/236	---M--	200	added ('OK')	image/png	etag:%22ec-4febc9069c440%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_header_l_b.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_header_l_b.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:13	243/243	---M--	200	added ('OK')	image/png	etag:%22f3-4febc90e3d640%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_header_r_b.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_header_r_b.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:14	203/203	---M--	200	added ('OK')	image/png	etag:%22cb-4febc91025ac0%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_t.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_t.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:15	329/329	---M--	200	added ('OK')	image/png	etag:%22149-4febc913f63c0%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_t_l.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_t_l.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:16	342/342	---M--	200	added ('OK')	image/png	etag:%22156-4febc90f31880%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_t_r.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_t_r.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:17	216/216	---M--	200	added ('OK')	image/png	etag:%22d8-4febc90c551c0%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_b.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_b.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:18	320/320	---M--	200	added ('OK')	image/png	etag:%22140-4febc90d49400%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_b_l.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_b_l.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:19	326/326	---M--	200	added ('OK')	image/png	etag:%22146-4febc90b60f80%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_b_r.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_content_b_r.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:20	384/384	---M--	200	added ('OK')	image/png	etag:%22180-4febc914ea600%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_cap_l.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_cap_l.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:21	273/273	---M--	200	added ('OK')	image/png	etag:%22111-4febc913f63c0%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_normal_bg.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_normal_bg.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:22	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-4febc916d2a80%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_cap_r.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_cap_r.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:23	225/225	---M--	200	added ('OK')	image/png	etag:%22e1-4febc90978b00%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_separator.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_menu_separator.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:24	307/307	---M--	200	added ('OK')	image/png	etag:%22133-4febc916d2a80%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_readon.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_readon.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:25	207/207	---M--	200	added ('OK')	image/png	etag:%22cf-4febc9120df40%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/mw_line_grey.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/mw_line_grey.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:26	1010/1010	---M--	200	added ('OK')	image/png	etag:%223f2-4febcab97c640%22	http://chris-wewerka.de/templates/system/images/notice-info.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/notice-info.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:27	973/973	---M--	200	added ('OK')	image/png	etag:%223cd-4febcab888400%22	http://chris-wewerka.de/templates/system/images/notice-alert.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/notice-alert.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:28	1335/1335	---M--	200	added ('OK')	image/png	etag:%22537-4febcab888400%22	http://chris-wewerka.de/templates/system/images/notice-note.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/system/images/notice-note.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/template.css)
20:58:29	321/321	---M--	200	added ('OK')	image/png	etag:%22141-4febc94e22d00%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_menu_active_bg.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_menu_active_bg.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black.css)
20:58:30	1676/1676	---M--	200	added ('OK')	image/png	etag:%2268c-4febc94b46640%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_br.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_br.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black.css)
20:58:31	352/352	---M--	200	added ('OK')	image/png	etag:%22160-4febc94e22d00%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_bl.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_bl.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black.css)
20:58:32	380/380	---M--	200	added ('OK')	image/png	etag:%2217c-4febc950ff3c0%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_tr.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_tr.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black.css)
20:58:33	333/333	---M--	200	added ('OK')	image/png	etag:%2214d-4febc94b46640%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_tl.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_box_tl.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black.css)
20:58:34	222/222	---M--	200	added ('OK')	image/png	etag:%22de-4febc9500b180%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_shadow_l.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_shadow_l.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:35	219/219	---M--	200	added ('OK')	image/png	etag:%22db-4febc94c3a880%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_shadow_r.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_shadow_r.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:36	350/350	---M--	200	added ('OK')	image/png	etag:%2215e-4febc951f3600%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_header_t.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_header_t.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:37	669/669	---M--	200	added ('OK')	image/png	etag:%2229d-4febc94d2eac0%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_header_t_l.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_header_t_l.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:38	752/752	---M--	200	added ('OK')	image/png	etag:%222f0-4febc94f16f40%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_header_t_r.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_header_t_r.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:39	338/338	---M--	200	added ('OK')	image/png	etag:%22152-4febc951f3600%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_footer_b.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_footer_b.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:40	505/505	---M--	200	added ('OK')	image/png	etag:%221f9-4febc9500b180%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_footer_b_l.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_footer_b_l.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:41	483/483	---M--	200	added ('OK')	image/png	etag:%221e3-4febc94c3a880%22	http://chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_footer_b_r.png	/home/chris/websites/chris-website/chris-wewerka.de/templates/rhuk_milkyway/images/black/mw_footer_b_r.png	(from http://chris-wewerka.de/templates/rhuk_milkyway/css/black_bg.css)
20:58:43	86868/86868	---M--	200	added ('OK')	text/html	etag:%2215354-4febc16e11880%22	http://chris-wewerka.de/attachments/article/2/Coursera%20reactive%202014	/home/chris/websites/chris-website/chris-wewerka.de/attachments/article/2/Coursera%20reactive%202014.html	(from http://chris-wewerka.de/)
